"지역명","규모구분","연도","월","분양가격(㎡)"
"광주","전용면적 85㎡초과 102㎡이하","2016","04","2754"
"광주","전용면적 102㎡초과","2016","04","3518"
"대전","전체","2016","04","2449"
"대전","전용면적 60㎡이하","2016","04","2529"
"대전","전용면적 60㎡초과 85㎡이하","2016","04","2425"
"대전","전용면적 85㎡초과 102㎡이하","2016","04",""
"대전","전용면적 102㎡초과","2016","04",""
"울산","전체","2016","04","3072"
"울산","전용면적 60㎡이하","2016","04","2586"
"울산","전용면적 60㎡초과 85㎡이하","2016","04","3076"
"울산","전용면적 85㎡초과 102㎡이하","2016","04","2663"
"울산","전용면적 102㎡초과","2016","04","2967"
"세종","전체","2016","04","2680"
"세종","전용면적 60㎡이하","2016","04","2656"
"세종","전용면적 60㎡초과 85㎡이하","2016","04","2699"
"세종","전용면적 85㎡초과 102㎡이하","2016","04","2654"
"세종","전용면적 102㎡초과","2016","04","2714"
"강원","전체","2016","04","2140"
"강원","전용면적 60㎡이하","2016","04","2143"
"강원","전용면적 60㎡초과 85㎡이하","2016","04","2183"
"강원","전용면적 85㎡초과 102㎡이하","2016","04",""
"강원","전용면적 102㎡초과","2016","04","2350"
"충북","전체","2016","04","1968"
"충북","전용면적 60㎡이하","2016","04","1915"
"충북","전용면적 60㎡초과 85㎡이하","2016","04","2010"
"충북","전용면적 85㎡초과 102㎡이하","2016","04","2276"
"충북","전용면적 102㎡초과","2016","04","2261"
"충남","전체","2016","04","2169"
"충남","전용면적 60㎡이하","2016","04","2295"
"충남","전용면적 60㎡초과 85㎡이하","2016","04","2160"
"충남","전용면적 85㎡초과 102㎡이하","2016","04","2541"
"충남","전용면적 102㎡초과","2016","04","2638"
"전북","전체","2016","04","1909"
"전북","전용면적 60㎡이하","2016","04","1900"
"전북","전용면적 60㎡초과 85㎡이하","2016","04","1916"
"전북","전용면적 85㎡초과 102㎡이하","2016","04","2269"
"전북","전용면적 102㎡초과","2016","04","2380"
"전남","전체","2016","04","1925"
"전남","전용면적 60㎡이하","2016","04","1989"
"전남","전용면적 60㎡초과 85㎡이하","2016","04","1923"
"전남","전용면적 85㎡초과 102㎡이하","2016","04","2262"
"전남","전용면적 102㎡초과","2016","04","2176"
"경북","전체","2016","04","2177"
"경북","전용면적 60㎡이하","2016","04","2171"
"경북","전용면적 60㎡초과 85㎡이하","2016","04","2189"
"경북","전용면적 85㎡초과 102㎡이하","2016","04","2675"
"경북","전용면적 102㎡초과","2016","04","2314"
"경남","전체","2016","04","2391"
"경남","전용면적 60㎡이하","2016","04","2413"
"경남","전용면적 60㎡초과 85㎡이하","2016","04","2389"
"경남","전용면적 85㎡초과 102㎡이하","2016","04","3176"
"경남","전용면적 102㎡초과","2016","04","2660"
"제주","전체","2016","04","2719"
"제주","전용면적 60㎡이하","2016","04","2853"
"제주","전용면적 60㎡초과 85㎡이하","2016","04","2752"
"제주","전용면적 85㎡초과 102㎡이하","2016","04","2725"
"제주","전용면적 102㎡초과","2016","04","2602"
"서울","전체","2016","05","6264"
"서울","전용면적 60㎡이하","2016","05","6638"
"서울","전용면적 60㎡초과 85㎡이하","2016","05","6205"
"서울","전용면적 85㎡초과 102㎡이하","2016","05","7725"
"서울","전용면적 102㎡초과","2016","05","6353"
"인천","전체","2016","05","3179"
"인천","전용면적 60㎡이하","2016","05","3323"
"인천","전용면적 60㎡초과 85㎡이하","2016","05","3147"
"인천","전용면적 85㎡초과 102㎡이하","2016","05","3367"
"인천","전용면적 102㎡초과","2016","05","4192"
"경기","전체","2016","05","3443"
"경기","전용면적 60㎡이하","2016","05","3720"
"경기","전용면적 60㎡초과 85㎡이하","2016","05","3443"
"경기","전용면적 85㎡초과 102㎡이하","2016","05","3370"
"경기","전용면적 102㎡초과","2016","05","3956"
"부산","전체","2016","05","3148"
"부산","전용면적 60㎡이하","2016","05","2977"
"부산","전용면적 60㎡초과 85㎡이하","2016","05","3071"
"부산","전용면적 85㎡초과 102㎡이하","2016","05","3096"
"부산","전용면적 102㎡초과","2016","05","3536"
"대구","전체","2016","05","3132"
"대구","전용면적 60㎡이하","2016","05","3385"
"대구","전용면적 60㎡초과 85㎡이하","2016","05","3166"
"대구","전용면적 85㎡초과 102㎡이하","2016","05","2539"
"대구","전용면적 102㎡초과","2016","05","2743"
"광주","전체","2016","05","2722"
"광주","전용면적 60㎡이하","2016","05","2567"
"광주","전용면적 60㎡초과 85㎡이하","2016","05","2723"
"광주","전용면적 85㎡초과 102㎡이하","2016","05","2754"
"광주","전용면적 102㎡초과","2016","05","3518"
"대전","전체","2016","05","2465"
"대전","전용면적 60㎡이하","2016","05","2582"
"대전","전용면적 60㎡초과 85㎡이하","2016","05","2427"
"대전","전용면적 85㎡초과 102㎡이하","2016","05",""
"대전","전용면적 102㎡초과","2016","05",""
"울산","전체","2016","05","3077"
"울산","전용면적 60㎡이하","2016","05","2600"
"울산","전용면적 60㎡초과 85㎡이하","2016","05","3080"
"울산","전용면적 85㎡초과 102㎡이하","2016","05","2663"
"울산","전용면적 102㎡초과","2016","05","2967"
"세종","전체","2016","05","2680"
"세종","전용면적 60㎡이하","2016","05","2656"
"세종","전용면적 60㎡초과 85㎡이하","2016","05","2699"
"세종","전용면적 85㎡초과 102㎡이하","2016","05","2654"
"세종","전용면적 102㎡초과","2016","05","2714"
"강원","전체","2016","05","2117"
"강원","전용면적 60㎡이하","2016","05","2113"
"강원","전용면적 60㎡초과 85㎡이하","2016","05","2150"
"강원","전용면적 85㎡초과 102㎡이하","2016","05",""
"강원","전용면적 102㎡초과","2016","05","2289"
"충북","전체","2016","05","1980"
"충북","전용면적 60㎡이하","2016","05","1925"
"충북","전용면적 60㎡초과 85㎡이하","2016","05","2024"
"충북","전용면적 85㎡초과 102㎡이하","2016","05","2276"
"충북","전용면적 102㎡초과","2016","05","2271"
"충남","전체","2016","05","2166"
"충남","전용면적 60㎡이하","2016","05","2301"
"충남","전용면적 60㎡초과 85㎡이하","2016","05","2150"
"충남","전용면적 85㎡초과 102㎡이하","2016","05","2554"
"충남","전용면적 102㎡초과","2016","05","2638"
"전북","전체","2016","05","1945"
"전북","전용면적 60㎡이하","2016","05","1909"
"전북","전용면적 60㎡초과 85㎡이하","2016","05","1955"
"전북","전용면적 85㎡초과 102㎡이하","2016","05","2269"
"전북","전용면적 102㎡초과","2016","05","2322"
"전남","전체","2016","05","1927"
"전남","전용면적 60㎡이하","2016","05","1989"
"전남","전용면적 60㎡초과 85㎡이하","2016","05","1925"
"전남","전용면적 85㎡초과 102㎡이하","2016","05","2262"
"전남","전용면적 102㎡초과","2016","05","2176"
"경북","전체","2016","05","2176"
"경북","전용면적 60㎡이하","2016","05","2171"
"경북","전용면적 60㎡초과 85㎡이하","2016","05","2189"
"경북","전용면적 85㎡초과 102㎡이하","2016","05","2675"
"경북","전용면적 102㎡초과","2016","05","2323"
"경남","전체","2016","05","2381"
"경남","전용면적 60㎡이하","2016","05","2423"
"경남","전용면적 60㎡초과 85㎡이하","2016","05","2380"
"경남","전용면적 85㎡초과 102㎡이하","2016","05","3278"
"경남","전용면적 102㎡초과","2016","05","2741"
"제주","전체","2016","05","2691"
"제주","전용면적 60㎡이하","2016","05","2853"
"제주","전용면적 60㎡초과 85㎡이하","2016","05","2712"
"제주","전용면적 85㎡초과 102㎡이하","2016","05","2708"
"제주","전용면적 102㎡초과","2016","05","2605"
"서울","전체","2016","06","6208"
"서울","전용면적 60㎡이하","2016","06","6562"
"서울","전용면적 60㎡초과 85㎡이하","2016","06","6218"
"서울","전용면적 85㎡초과 102㎡이하","2016","06","7732"
"서울","전용면적 102㎡초과","2016","06","6365"
"인천","전체","2016","06","3204"
"인천","전용면적 60㎡이하","2016","06","2981"
"인천","전용면적 60㎡초과 85㎡이하","2016","06","3353"
"인천","전용면적 85㎡초과 102㎡이하","2016","06","3453"
"인천","전용면적 102㎡초과","2016","06","3576"
"경기","전체","2016","06","3542"
"경기","전용면적 60㎡이하","2016","06","3781"
"경기","전용면적 60㎡초과 85㎡이하","2016","06","3539"
"경기","전용면적 85㎡초과 102㎡이하","2016","06","3334"
"경기","전용면적 102㎡초과","2016","06","4073"
"부산","전체","2016","06","3150"
"부산","전용면적 60㎡이하","2016","06","2972"
"부산","전용면적 60㎡초과 85㎡이하","2016","06","3069"
"부산","전용면적 85㎡초과 102㎡이하","2016","06","3253"
"부산","전용면적 102㎡초과","2016","06","3723"
"대구","전체","2016","06","3134"
"대구","전용면적 60㎡이하","2016","06","3385"
"대구","전용면적 60㎡초과 85㎡이하","2016","06","3165"
"대구","전용면적 85㎡초과 102㎡이하","2016","06","2839"
"대구","전용면적 102㎡초과","2016","06","2743"
"광주","전체","2016","06","2737"
"광주","전용면적 60㎡이하","2016","06","2567"
"광주","전용면적 60㎡초과 85㎡이하","2016","06","2743"
"광주","전용면적 85㎡초과 102㎡이하","2016","06","2754"
"광주","전용면적 102㎡초과","2016","06","3518"
"대전","전체","2016","06","2562"
"대전","전용면적 60㎡이하","2016","06","2648"
"대전","전용면적 60㎡초과 85㎡이하","2016","06","2547"
"대전","전용면적 85㎡초과 102㎡이하","2016","06",""
"대전","전용면적 102㎡초과","2016","06",""
"울산","전체","2016","06","3069"
"울산","전용면적 60㎡이하","2016","06","2557"
"울산","전용면적 60㎡초과 85㎡이하","2016","06","3074"
"울산","전용면적 85㎡초과 102㎡이하","2016","06","2663"
"울산","전용면적 102㎡초과","2016","06","2967"
"세종","전체","2016","06","2683"
"세종","전용면적 60㎡이하","2016","06","2715"
"세종","전용면적 60㎡초과 85㎡이하","2016","06","2704"
"세종","전용면적 85㎡초과 102㎡이하","2016","06","2660"
"세종","전용면적 102㎡초과","2016","06","2610"
"강원","전체","2016","06","2104"
"강원","전용면적 60㎡이하","2016","06","2099"
"강원","전용면적 60㎡초과 85㎡이하","2016","06","2136"
"강원","전용면적 85㎡초과 102㎡이하","2016","06",""
"강원","전용면적 102㎡초과","2016","06","2339"
"충북","전체","2016","06","2047"
"충북","전용면적 60㎡이하","2016","06","2007"
"충북","전용면적 60㎡초과 85㎡이하","2016","06","2108"
"충북","전용면적 85㎡초과 102㎡이하","2016","06","2276"
"충북","전용면적 102㎡초과","2016","06","2243"
"충남","전체","2016","06","2198"
"충남","전용면적 60㎡이하","2016","06","2299"
"충남","전용면적 60㎡초과 85㎡이하","2016","06","2188"
"충남","전용면적 85㎡초과 102㎡이하","2016","06","2614"
"충남","전용면적 102㎡초과","2016","06","2749"
"전북","전체","2016","06","1931"
"전북","전용면적 60㎡이하","2016","06","1909"
"전북","전용면적 60㎡초과 85㎡이하","2016","06","1940"
"전북","전용면적 85㎡초과 102㎡이하","2016","06","2269"
"전북","전용면적 102㎡초과","2016","06","2322"
"전남","전체","2016","06","1968"
"전남","전용면적 60㎡이하","2016","06","1989"
"전남","전용면적 60㎡초과 85㎡이하","2016","06","1964"
"전남","전용면적 85㎡초과 102㎡이하","2016","06","2364"
"전남","전용면적 102㎡초과","2016","06","2264"
"경북","전체","2016","06","2238"
"경북","전용면적 60㎡이하","2016","06","2133"
"경북","전용면적 60㎡초과 85㎡이하","2016","06","2256"
"경북","전용면적 85㎡초과 102㎡이하","2016","06","2675"
"경북","전용면적 102㎡초과","2016","06","2526"
"경남","전체","2016","06","2389"
"경남","전용면적 60㎡이하","2016","06","2463"
"경남","전용면적 60㎡초과 85㎡이하","2016","06","2382"
"경남","전용면적 85㎡초과 102㎡이하","2016","06","3052"
"경남","전용면적 102㎡초과","2016","06","2740"
"제주","전체","2016","06","2827"
"제주","전용면적 60㎡이하","2016","06","2853"
"제주","전용면적 60㎡초과 85㎡이하","2016","06","2730"
"제주","전용면적 85㎡초과 102㎡이하","2016","06","3107"
"제주","전용면적 102㎡초과","2016","06","2605"
"서울","전체","2016","07","6254"
"서울","전용면적 60㎡이하","2016","07","6611"
"서울","전용면적 60㎡초과 85㎡이하","2016","07","6399"
"서울","전용면적 85㎡초과 102㎡이하","2016","07","7732"
"서울","전용면적 102㎡초과","2016","07","6373"
"인천","전체","2016","07","3222"
"인천","전용면적 60㎡이하","2016","07","2970"
"인천","전용면적 60㎡초과 85㎡이하","2016","07","3272"
"인천","전용면적 85㎡초과 102㎡이하","2016","07","3454"
"인천","전용면적 102㎡초과","2016","07","3599"
"경기","전체","2016","07","3531"
"경기","전용면적 60㎡이하","2016","07","3785"
"경기","전용면적 60㎡초과 85㎡이하","2016","07","3531"
"경기","전용면적 85㎡초과 102㎡이하","2016","07","3344"
"경기","전용면적 102㎡초과","2016","07","4124"
"부산","전체","2016","07","3158"
"부산","전용면적 60㎡이하","2016","07","2999"
"부산","전용면적 60㎡초과 85㎡이하","2016","07","3081"
"부산","전용면적 85㎡초과 102㎡이하","2016","07","3297"
"부산","전용면적 102㎡초과","2016","07","3874"
"대구","전체","2016","07","3130"
"대구","전용면적 60㎡이하","2016","07","3385"
"대구","전용면적 60㎡초과 85㎡이하","2016","07","3153"
"대구","전용면적 85㎡초과 102㎡이하","2016","07","2884"
"대구","전용면적 102㎡초과","2016","07","2743"
"광주","전체","2016","07","2742"
"광주","전용면적 60㎡이하","2016","07","2567"
"광주","전용면적 60㎡초과 85㎡이하","2016","07","2748"
"광주","전용면적 85㎡초과 102㎡이하","2016","07","2754"
"광주","전용면적 102㎡초과","2016","07","3518"
"대전","전체","2016","07","2562"
"대전","전용면적 60㎡이하","2016","07","2648"
"대전","전용면적 60㎡초과 85㎡이하","2016","07","2547"
"대전","전용면적 85㎡초과 102㎡이하","2016","07",""
"대전","전용면적 102㎡초과","2016","07",""
"울산","전체","2016","07","3069"
"울산","전용면적 60㎡이하","2016","07","2557"
"울산","전용면적 60㎡초과 85㎡이하","2016","07","3074"
"울산","전용면적 85㎡초과 102㎡이하","2016","07","2663"
"울산","전용면적 102㎡초과","2016","07","2967"
"세종","전체","2016","07","2687"
"세종","전용면적 60㎡이하","2016","07","2715"
"세종","전용면적 60㎡초과 85㎡이하","2016","07","2713"
"세종","전용면적 85㎡초과 102㎡이하","2016","07","2664"
"세종","전용면적 102㎡초과","2016","07","2589"
"강원","전체","2016","07","2101"
"강원","전용면적 60㎡이하","2016","07","2069"
"강원","전용면적 60㎡초과 85㎡이하","2016","07","2139"
"강원","전용면적 85㎡초과 102㎡이하","2016","07",""
"강원","전용면적 102㎡초과","2016","07","2339"
"충북","전체","2016","07","2075"
"충북","전용면적 60㎡이하","2016","07","2044"
"충북","전용면적 60㎡초과 85㎡이하","2016","07","2150"
"충북","전용면적 85㎡초과 102㎡이하","2016","07","2276"
"충북","전용면적 102㎡초과","2016","07","2243"
"충남","전체","2016","07","2198"
"충남","전용면적 60㎡이하","2016","07","2299"
"충남","전용면적 60㎡초과 85㎡이하","2016","07","2188"
"충남","전용면적 85㎡초과 102㎡이하","2016","07","2614"
"충남","전용면적 102㎡초과","2016","07","2749"
"전북","전체","2016","07","1929"
"전북","전용면적 60㎡이하","2016","07","1924"
"전북","전용면적 60㎡초과 85㎡이하","2016","07","1936"
"전북","전용면적 85㎡초과 102㎡이하","2016","07","2290"
"전북","전용면적 102㎡초과","2016","07","2323"
"전남","전체","2016","07","1968"
"전남","전용면적 60㎡이하","2016","07","1989"
"전남","전용면적 60㎡초과 85㎡이하","2016","07","1965"
"전남","전용면적 85㎡초과 102㎡이하","2016","07","2364"
"전남","전용면적 102㎡초과","2016","07","2264"
"경북","전체","2016","07","2248"
"경북","전용면적 60㎡이하","2016","07","2114"
"경북","전용면적 60㎡초과 85㎡이하","2016","07","2265"
"경북","전용면적 85㎡초과 102㎡이하","2016","07","2675"
"경북","전용면적 102㎡초과","2016","07","2526"
"경남","전체","2016","07","2375"
"경남","전용면적 60㎡이하","2016","07","2432"
"경남","전용면적 60㎡초과 85㎡이하","2016","07","2370"
"경남","전용면적 85㎡초과 102㎡이하","2016","07","3052"
"경남","전용면적 102㎡초과","2016","07","2740"
"제주","전체","2016","07","2827"
"제주","전용면적 60㎡이하","2016","07","2853"
"제주","전용면적 60㎡초과 85㎡이하","2016","07","2730"
"제주","전용면적 85㎡초과 102㎡이하","2016","07","3107"
"제주","전용면적 102㎡초과","2016","07","2605"
"서울","전체","2016","08","6285"
"서울","전용면적 60㎡이하","2016","08","6592"
"서울","전용면적 60㎡초과 85㎡이하","2016","08","6424"
"서울","전용면적 85㎡초과 102㎡이하","2016","08","7270"
"서울","전용면적 102㎡초과","2016","08","6603"
"인천","전체","2016","08","3235"
"인천","전용면적 60㎡이하","2016","08","3007"
"인천","전용면적 60㎡초과 85㎡이하","2016","08","3289"
"인천","전용면적 85㎡초과 102㎡이하","2016","08","3454"
"인천","전용면적 102㎡초과","2016","08","3632"
"경기","전체","2016","08","3561"
"경기","전용면적 60㎡이하","2016","08","3788"
"경기","전용면적 60㎡초과 85㎡이하","2016","08","3552"
"경기","전용면적 85㎡초과 102㎡이하","2016","08","3303"
"경기","전용면적 102㎡초과","2016","08","4046"
"부산","전체","2016","08","3185"
"부산","전용면적 60㎡이하","2016","08","3051"
"부산","전용면적 60㎡초과 85㎡이하","2016","08","3101"
"부산","전용면적 85㎡초과 102㎡이하","2016","08","3383"
"부산","전용면적 102㎡초과","2016","08","3874"
"대구","전체","2016","08","3147"
"대구","전용면적 60㎡이하","2016","08","3182"
"대구","전용면적 60㎡초과 85㎡이하","2016","08","3154"
"대구","전용면적 85㎡초과 102㎡이하","2016","08","3045"
"대구","전용면적 102㎡초과","2016","08","3045"
"광주","전체","2016","08","2726"
"광주","전용면적 60㎡이하","2016","08","2567"
"광주","전용면적 60㎡초과 85㎡이하","2016","08","2728"
"광주","전용면적 85㎡초과 102㎡이하","2016","08","2754"
"광주","전용면적 102㎡초과","2016","08","3518"
"대전","전체","2016","08","2562"
"대전","전용면적 60㎡이하","2016","08","2648"
"대전","전용면적 60㎡초과 85㎡이하","2016","08","2547"
"대전","전용면적 85㎡초과 102㎡이하","2016","08",""
"대전","전용면적 102㎡초과","2016","08",""
"울산","전체","2016","08","2976"
"울산","전용면적 60㎡이하","2016","08","2557"
"울산","전용면적 60㎡초과 85㎡이하","2016","08","2990"
"울산","전용면적 85㎡초과 102㎡이하","2016","08","2663"
"울산","전용면적 102㎡초과","2016","08","2967"
"세종","전체","2016","08","2694"
"세종","전용면적 60㎡이하","2016","08","2715"
"세종","전용면적 60㎡초과 85㎡이하","2016","08","2735"
"세종","전용면적 85㎡초과 102㎡이하","2016","08","2664"
"세종","전용면적 102㎡초과","2016","08","2585"
"강원","전체","2016","08","2098"
"강원","전용면적 60㎡이하","2016","08","2073"
"강원","전용면적 60㎡초과 85㎡이하","2016","08","2132"
"강원","전용면적 85㎡초과 102㎡이하","2016","08",""
"강원","전용면적 102㎡초과","2016","08","2402"
"충북","전체","2016","08","2124"
"충북","전용면적 60㎡이하","2016","08","2044"
"충북","전용면적 60㎡초과 85㎡이하","2016","08","2149"
"충북","전용면적 85㎡초과 102㎡이하","2016","08","2321"
"충북","전용면적 102㎡초과","2016","08","2243"
"충남","전체","2016","08","2235"
"충남","전용면적 60㎡이하","2016","08","2328"
"충남","전용면적 60㎡초과 85㎡이하","2016","08","2225"
"충남","전용면적 85㎡초과 102㎡이하","2016","08","2614"
"충남","전용면적 102㎡초과","2016","08","2765"
"전북","전체","2016","08","1929"
"전북","전용면적 60㎡이하","2016","08","1929"
"전북","전용면적 60㎡초과 85㎡이하","2016","08","1936"
"전북","전용면적 85㎡초과 102㎡이하","2016","08","2290"
"전북","전용면적 102㎡초과","2016","08","2323"
"전남","전체","2016","08","1966"
"전남","전용면적 60㎡이하","2016","08","1989"
"전남","전용면적 60㎡초과 85㎡이하","2016","08","1963"
"전남","전용면적 85㎡초과 102㎡이하","2016","08","2364"
"전남","전용면적 102㎡초과","2016","08","2264"
"경북","전체","2016","08","2238"
"경북","전용면적 60㎡이하","2016","08","2106"
"경북","전용면적 60㎡초과 85㎡이하","2016","08","2248"
"경북","전용면적 85㎡초과 102㎡이하","2016","08","2630"
"경북","전용면적 102㎡초과","2016","08","2576"
"경남","전체","2016","08","2384"
"경남","전용면적 60㎡이하","2016","08","2432"
"경남","전용면적 60㎡초과 85㎡이하","2016","08","2381"
"경남","전용면적 85㎡초과 102㎡이하","2016","08","3028"
"경남","전용면적 102㎡초과","2016","08","2759"
"제주","전체","2016","08","2878"
"제주","전용면적 60㎡이하","2016","08","2853"
"제주","전용면적 60㎡초과 85㎡이하","2016","08","2768"
"제주","전용면적 85㎡초과 102㎡이하","2016","08","3107"
"제주","전용면적 102㎡초과","2016","08","2605"
"서울","전체","2016","09","6283"
"서울","전용면적 60㎡이하","2016","09","6565"
"서울","전용면적 60㎡초과 85㎡이하","2016","09","6412"
"서울","전용면적 85㎡초과 102㎡이하","2016","09","7415"
"서울","전용면적 102㎡초과","2016","09","6571"
"인천","전체","2016","09","3168"
"인천","전용면적 60㎡이하","2016","09","3002"
"인천","전용면적 60㎡초과 85㎡이하","2016","09","3121"
"인천","전용면적 85㎡초과 102㎡이하","2016","09","3366"
"인천","전용면적 102㎡초과","2016","09","3632"
"경기","전체","2016","09","3360"
"경기","전용면적 60㎡이하","2016","09","3444"
"경기","전용면적 60㎡초과 85㎡이하","2016","09","3316"
"경기","전용면적 85㎡초과 102㎡이하","2016","09","3280"
"경기","전용면적 102㎡초과","2016","09","4079"
"부산","전체","2016","09","3200"
"부산","전용면적 60㎡이하","2016","09","3047"
"부산","전용면적 60㎡초과 85㎡이하","2016","09","3107"
"부산","전용면적 85㎡초과 102㎡이하","2016","09","3383"
"부산","전용면적 102㎡초과","2016","09","3874"
"대구","전체","2016","09","3147"
"대구","전용면적 60㎡이하","2016","09","3182"
"대구","전용면적 60㎡초과 85㎡이하","2016","09","3154"
"대구","전용면적 85㎡초과 102㎡이하","2016","09","3045"
"대구","전용면적 102㎡초과","2016","09","3045"
"광주","전체","2016","09","2721"
"광주","전용면적 60㎡이하","2016","09","2567"
"광주","전용면적 60㎡초과 85㎡이하","2016","09","2724"
"광주","전용면적 85㎡초과 102㎡이하","2016","09","2754"
"광주","전용면적 102㎡초과","2016","09","3087"
"대전","전체","2016","09","2517"
"대전","전용면적 60㎡이하","2016","09","2602"
"대전","전용면적 60㎡초과 85㎡이하","2016","09","2492"
"대전","전용면적 85㎡초과 102㎡이하","2016","09",""
"대전","전용면적 102㎡초과","2016","09",""
"울산","전체","2016","09","2976"
"울산","전용면적 60㎡이하","2016","09","2557"
"울산","전용면적 60㎡초과 85㎡이하","2016","09","2990"
"울산","전용면적 85㎡초과 102㎡이하","2016","09","2663"
"울산","전용면적 102㎡초과","2016","09","2967"
"세종","전체","2016","09","2689"
"세종","전용면적 60㎡이하","2016","09","2698"
"세종","전용면적 60㎡초과 85㎡이하","2016","09","2738"
"세종","전용면적 85㎡초과 102㎡이하","2016","09","2665"
"세종","전용면적 102㎡초과","2016","09","2638"
"강원","전체","2016","09","2100"
"강원","전용면적 60㎡이하","2016","09","2075"
"강원","전용면적 60㎡초과 85㎡이하","2016","09","2135"
"강원","전용면적 85㎡초과 102㎡이하","2016","09",""
"강원","전용면적 102㎡초과","2016","09","2380"
"충북","전체","2016","09","2125"
"충북","전용면적 60㎡이하","2016","09","2044"
"충북","전용면적 60㎡초과 85㎡이하","2016","09","2153"
"충북","전용면적 85㎡초과 102㎡이하","2016","09","2321"
"충북","전용면적 102㎡초과","2016","09","2243"
"충남","전체","2016","09","2236"
"충남","전용면적 60㎡이하","2016","09","2328"
"충남","전용면적 60㎡초과 85㎡이하","2016","09","2225"
"충남","전용면적 85㎡초과 102㎡이하","2016","09","2614"
"충남","전용면적 102㎡초과","2016","09","2765"
"전북","전체","2016","09","1925"
"전북","전용면적 60㎡이하","2016","09","1935"
"전북","전용면적 60㎡초과 85㎡이하","2016","09","1930"
"전북","전용면적 85㎡초과 102㎡이하","2016","09","2297"
"전북","전용면적 102㎡초과","2016","09","2323"
"전남","전체","2016","09","1972"
"전남","전용면적 60㎡이하","2016","09","1997"
"전남","전용면적 60㎡초과 85㎡이하","2016","09","1966"
"전남","전용면적 85㎡초과 102㎡이하","2016","09","2364"
"전남","전용면적 102㎡초과","2016","09","2264"
"경북","전체","2016","09","2251"
"경북","전용면적 60㎡이하","2016","09","2118"
"경북","전용면적 60㎡초과 85㎡이하","2016","09","2263"
"경북","전용면적 85㎡초과 102㎡이하","2016","09","2630"
"경북","전용면적 102㎡초과","2016","09","2550"
"경남","전체","2016","09","2391"
"경남","전용면적 60㎡이하","2016","09","2429"
"경남","전용면적 60㎡초과 85㎡이하","2016","09","2387"
"경남","전용면적 85㎡초과 102㎡이하","2016","09","2844"
"경남","전용면적 102㎡초과","2016","09","2736"
"제주","전체","2016","09","3083"
"제주","전용면적 60㎡이하","2016","09","4091"
"제주","전용면적 60㎡초과 85㎡이하","2016","09","2994"
"제주","전용면적 85㎡초과 102㎡이하","2016","09","3157"
"제주","전용면적 102㎡초과","2016","09","3082"
"서울","전체","2016","10","6400"
"서울","전용면적 60㎡이하","2016","10","6661"
"서울","전용면적 60㎡초과 85㎡이하","2016","10","6537"
"서울","전용면적 85㎡초과 102㎡이하","2016","10","7400"
"서울","전용면적 102㎡초과","2016","10","7241"
"인천","전체","2016","10","3198"
"인천","전용면적 60㎡이하","2016","10","3041"
"인천","전용면적 60㎡초과 85㎡이하","2016","10","3153"
"인천","전용면적 85㎡초과 102㎡이하","2016","10","3311"
"인천","전용면적 102㎡초과","2016","10","4201"
"경기","전체","2016","10","3431"
"경기","전용면적 60㎡이하","2016","10","3508"
"경기","전용면적 60㎡초과 85㎡이하","2016","10","3389"
"경기","전용면적 85㎡초과 102㎡이하","2016","10","3305"
"경기","전용면적 102㎡초과","2016","10","4219"
"부산","전체","2016","10","3097"
"부산","전용면적 60㎡이하","2016","10","3070"
"부산","전용면적 60㎡초과 85㎡이하","2016","10","3087"
"부산","전용면적 85㎡초과 102㎡이하","2016","10","3395"
"부산","전용면적 102㎡초과","2016","10","3840"
"대구","전체","2016","10","3147"
"대구","전용면적 60㎡이하","2016","10","3182"
"대구","전용면적 60㎡초과 85㎡이하","2016","10","3154"
"대구","전용면적 85㎡초과 102㎡이하","2016","10","3045"
"대구","전용면적 102㎡초과","2016","10","3045"
"광주","전체","2016","10","2725"
"광주","전용면적 60㎡이하","2016","10","2568"
"광주","전용면적 60㎡초과 85㎡이하","2016","10","2728"
"광주","전용면적 85㎡초과 102㎡이하","2016","10","2754"
"광주","전용면적 102㎡초과","2016","10","3087"
"대전","전체","2016","10","3066"
"대전","전용면적 60㎡이하","2016","10","3013"
"대전","전용면적 60㎡초과 85㎡이하","2016","10","3072"
"대전","전용면적 85㎡초과 102㎡이하","2016","10","2600"
"대전","전용면적 102㎡초과","2016","10","4328"
"울산","전체","2016","10","3205"
"울산","전용면적 60㎡이하","2016","10","2557"
"울산","전용면적 60㎡초과 85㎡이하","2016","10","3223"
"울산","전용면적 85㎡초과 102㎡이하","2016","10","2663"
"울산","전용면적 102㎡초과","2016","10","3033"
"세종","전체","2016","10","2700"
"세종","전용면적 60㎡이하","2016","10","2778"
"세종","전용면적 60㎡초과 85㎡이하","2016","10","2709"
"세종","전용면적 85㎡초과 102㎡이하","2016","10","2687"
"세종","전용면적 102㎡초과","2016","10","2651"
"강원","전체","2016","10","2137"
"강원","전용면적 60㎡이하","2016","10","2111"
"강원","전용면적 60㎡초과 85㎡이하","2016","10","2138"
"강원","전용면적 85㎡초과 102㎡이하","2016","10","2031"
"강원","전용면적 102㎡초과","2016","10","2191"
"충북","전체","2016","10","2098"
"충북","전용면적 60㎡이하","2016","10","2078"
"충북","전용면적 60㎡초과 85㎡이하","2016","10","2169"
"충북","전용면적 85㎡초과 102㎡이하","2016","10","2684"
"충북","전용면적 102㎡초과","2016","10","2247"
"충남","전체","2016","10","2247"
"충남","전용면적 60㎡이하","2016","10","2290"
